"oi_emp_pfk";"cam_agua_servida_destino";"cam_captacao_agua_subt";"cam_tp_poco";"cam_profundidade_poco";"asb_nu_profundidadefinal";"cam_utilizacao_poco";"cam_realizacao_car";"cam_captacoes_comple";"cam_capta_lanca_futuro"
"30968";"Fossa negra/Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar/Nascente";"Não consta"
"30969";"Fossa negra/Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar/Nascente";"Não consta"
"30970";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"30971";"Fossa negra/Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar/Nascente";"Não consta"
"30972";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"30973";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"30974";"Fossa negra/Lançamento em Curso d''água";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar/Nascente";"Não consta"
"30975";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"30976";"Fossa negra/Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"30977";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente/Poço";"Não consta"
"30978";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"30979";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Poço";"Não consta"
"30980";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"30981";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Poço";"Não consta"
"30982";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"30983";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Poço";"Não consta"
"30984";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"30985";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"30986";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"30987";"Fossa Séptica/Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"30988";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"30989";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"30990";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"30991";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"30992";"Fossa Seca";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"30993";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Exército";"Não consta"
"30994";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"30995";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"30996";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"30997";"Fossa Séptica";"t";"Tubular";"De 20 a 50 metros";"";"Poço Seco";"Não realizado";"Não existe captação complementar";"Não consta"
"30998";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"30999";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31000";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31001";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não definido";"Não consta"
"31002";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31003";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31004";"Fossa negra/Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Não existe captação complementar/Nascente";"Não consta"
"31005";"Fossa negra/Lançamento em Curso d''água";"t";"Tubular";"De 5 a 10 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar/Nascente";"Não consta"
"31006";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31007";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31008";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31009";"Fossa Séptica/Outro";"t";"Tubular";"De 20 a 50 metros";"";"Poço Ativo";"Não realizado";"Poço/OutroCaminhão Pipa";"Não consta"
"31010";"";"t";"Tubular";"De 10 a 20 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31011";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31012";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31013";"";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31014";"";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31015";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Manancial não cartografado";"Não consta"
"31016";"";"f";"";"";"";"";"Realizado";"Poço";"Ampliação"
"31017";"";"f";"";"";"";"";"Não se aplica";"Caminhão Pipa";"Não consta"
"31018";"Fossa negra/Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31019";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31020";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31021";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31022";"Fossa negra/Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Não existe captação complementar/Nascente";"Não consta"
"31023";"";"f";"";"";"";"";"Não se aplica";"Não existe captação complementar";"Abastecimento pela Compesa"
"31024";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente";"Não consta"
"31025";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente";"Ampliação para Micro Aspersão"
"31026";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31027";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Não consta"
"31028";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31029";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31030";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31031";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31032";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31033";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31034";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31035";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31036";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente/Poço";"Ampliação do Poço"
"31037";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31038";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31039";"";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31040";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Não consta"
"31041";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente/Poço";"Não consta"
"31042";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Não consta"
"31043";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Segundo informações colhidas com a entrevista, não"
"31044";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente";"Não possui planos"
"31045";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Poço";"Não possui planos"
"31046";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente/Poço";"Não consta"
"31047";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31048";"";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31049";"Lançamento no Solo";"t";"Tubular";"De 5 a 10 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31050";"Lançamento no Solo";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Não consta"
"31051";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente/Poço";"Não consta"
"31052";"Fossa Séptica";"t";"Tubular";"De 10 a 20 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31053";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Não consta"
"31054";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente/Poço";"Não consta"
"31055";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31056";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31057";"";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31058";"Fossa Seca";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31059";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31060";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31061";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31062";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31063";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31064";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31065";"";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Ampliação Pra Uma Bomba de 15Kva"
"31066";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31067";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31068";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31069";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31070";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Açude";"Não consta"
"31071";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Água para Consumo é Comprada";"Não consta"
"31072";"";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31073";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Água para Consumo Comprada";"Não consta"
"31074";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31075";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Ampliação"
"31076";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Ampliação"
"31077";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31078";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Redução"
"31079";"Fossa Séptica";"t";"Tubular";"De 20 a 50 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31080";"";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31081";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Rede Pública/OutroCompesa";"Não consta"
"31082";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31083";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31084";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31085";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31086";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31087";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Rede Pública";"Ampliação"
"31088";"Fossa Séptica";"t";"Tubular";"De 10 a 20 metros";"";"Poço Ativo";"Não se aplica";"Poço";"Não consta"
"31089";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Poço";"Não consta"
"31090";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Sim"
"31091";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Água de Consumo Comprada";"Não consta"
"31092";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Água de Consumo Comprada";"Não consta"
"31093";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31094";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31095";"Fossa Séptica/Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31096";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31097";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31098";"Fossa Séptica";"t";"Tubular";"De 10 a 20 metros";"";"Poço Ativo";"Não realizado";"-";"Não consta"
"31099";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Pequenos Açudes/Água Mineral de Outra Localidade";"Não consta"
"31100";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Compra Água de Carro Pipa";"Não consta"
"31101";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31102";"Fossa Séptica/Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31103";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31104";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31105";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31106";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31107";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Ampliação"
"31108";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31109";"";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31110";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31111";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31112";"Fossa Séptica/Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31113";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31114";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31115";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31116";"Lançamento em Curso d''água";"t";"Tubular";"De 10 a 20 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31117";"Lançamento em Curso d''água";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente";"Não consta"
"31118";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31119";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31120";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31121";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31122";"Lançamento em Curso d''água";"t";"Tubular";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31123";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31124";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31125";"Fossa Séptica";"t";"Cacimba";"Maior que 50 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31126";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31127";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31128";"Lançamento em Curso d''água";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31129";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31130";"Lançamento em Curso d''água";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31131";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31132";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31133";"Lançamento em Curso d''água";"t";"Tubular";"De 5 a 10 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31134";"Lançamento em Curso d''água";"t";"Tubular";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31135";"Lançamento em Curso d''água";"t";"Tubular";"De 10 a 20 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31136";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31137";"Lançamento em Curso d''água";"t";"Tubular";"De 10 a 20 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31138";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31139";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Poço";"Não consta"
"31140";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31141";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31142";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31143";"Lançamento em Curso d''água";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Não consta"
"31144";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31145";"Fossa Seca";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Não consta"
"31146";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31147";"Fossa Seca/Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31148";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31149";"Lançamento no Solo";"t";"Tubular";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31150";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Riacho Muntuns";"Não consta"
"31151";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Poço";"Não consta"
"31152";"Fossa Séptica/Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31153";"Fossa Séptica/Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31154";"Fossa Séptica/Lançamento no Solo";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31155";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31156";"Fossa Séptica";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31157";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31158";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31159";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31160";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31161";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31162";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31163";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31164";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31165";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente";"Não consta"
"31166";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente";"Não consta"
"31167";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31168";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31169";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31170";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31171";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31172";"Fossa negra";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31173";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31174";"Lançamento em Curso d''água";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31175";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente";"Não consta"
"31176";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31177";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31178";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31179";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31180";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31181";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Rede Pública";"Não consta"
"31182";"";"f";"";"";"";"";"Realizado";"Rede Pública";"Não consta"
"31183";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31184";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31185";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Poço";"Não consta"
"31186";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente";"Não consta"
"31187";"Fossa Seca";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Ampliação para Micro Aspersão"
"31188";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31189";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31190";"Fossa Séptica/Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31191";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31192";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31193";"Fossa Séptica/Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31194";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Barreiro da Água da Chuva";"Não consta"
"31195";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Compra de Carro Pipa";"Não consta"
"31196";"Fossa Séptica";"t";"Tubular";"Maior que 50 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31197";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31198";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31199";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Não consta"
"31200";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31201";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31202";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31203";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Poço";"Não consta"
"31204";"Lançamento em Curso d''água";"t";"Tubular";"De 20 a 50 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31205";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31206";"Lançamento em Curso d''água";"t";"Tubular";"De 5 a 10 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31207";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31208";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31209";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31210";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31211";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31212";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31213";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31214";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31215";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
