"cap_int_pfk";"cam_info_adici_consumo";"int_tsu_cd"
"174083";"Consumo Humano";"Subterrânea"
"174084";"Consumo Humano";"Subterrânea"
"174085";"Nenhum Outro Uso";"Subterrânea"
"174086";"Nenhum Outro Uso";"Subterrânea"
"174087";"Consumo Humano";"Subterrânea"
"174088";"Consumo Humano";"Subterrânea"
"174089";"Pecuária";"Subterrânea"
"174090";"Pecuária";"Subterrânea"
"174091";"Consumo Humano/Pecuária";"Subterrânea"
"174092";"Consumo Humano/Pecuária";"Subterrânea"
"174093";"Pecuária";"Subterrânea"
"174094";"Nenhum Outro Uso";"Subterrânea"
"174095";"Nenhum Outro Uso";"Subterrânea"
"174096";"Nenhum Outro Uso";"Subterrânea"
"174097";"Consumo Humano";"Subterrânea"
"174098";"Nenhum Outro Uso";"Subterrânea"
"174099";"Pecuária";"Subterrânea"
"174100";"Pecuária";"Subterrânea"
"174101";"Nenhum Outro Uso";"Subterrânea"
"174102";"Nenhum Outro Uso";"Subterrânea"
"174103";"Pecuária";"Subterrânea"
"174104";"Nenhum Outro Uso";"Subterrânea"
"174105";"Pecuária";"Subterrânea"
"174106";"Consumo Humano";"Subterrânea"
"174107";"Nenhum Outro Uso";"Subterrânea"
"174108";"Consumo Humano";"Subterrânea"
"174110";"Consumo Humano";"Subterrânea"
"174111";"Nenhum Outro Uso";"Subterrânea"
"174112";"Nenhum Outro Uso";"Subterrânea"
"174113";"Nenhum Outro Uso";"Subterrânea"
"174114";"Nenhum Outro Uso";"Subterrânea"
"174115";"Nenhum Outro Uso";"Subterrânea"
"174116";"Nenhum Outro Uso";"Subterrânea"
"174117";"Consumo Humano/Pecuária";"Subterrânea"
"174118";"Consumo Humano/Pecuária";"Subterrânea"
"174119";"Consumo Humano/Pecuária";"Subterrânea"
"174120";"Consumo Humano/Pecuária";"Subterrânea"
"174121";"Nenhum Outro Uso";"Subterrânea"
"174122";"Nenhum Outro Uso";"Subterrânea"
"174123";"Nenhum Outro Uso";"Subterrânea"
"174124";"Nenhum Outro Uso";"Subterrânea"
"174125";"Nenhum Outro Uso";"Subterrânea"
"174126";"Pecuária";"Subterrânea"
"174127";"Consumo Humano";"Subterrânea"
"174128";"Nenhum Outro Uso";"Subterrânea"
"174129";"Consumo Humano";"Subterrânea"
"174130";"Pecuária";"Subterrânea"
"174131";"Consumo Humano";"Subterrânea"
"174132";"Consumo Humano";"Subterrânea"
"174133";"Pecuária";"Subterrânea"
"174134";"Consumo Humano";"Subterrânea"
"174135";"Nenhum Outro Uso";"Subterrânea"
"174136";"Nenhum Outro Uso";"Subterrânea"
"174137";"Nenhum Outro Uso";"Subterrânea"
"174138";"Nenhum Outro Uso";"Subterrânea"
"174139";"Nenhum Outro Uso";"Subterrânea"
"174140";"Nenhum Outro Uso";"Subterrânea"
"174141";"Nenhum Outro Uso";"Subterrânea"
"174142";"Nenhum Outro Uso";"Subterrânea"
"174143";"Pecuária";"Subterrânea"
"174144";"Nenhum Outro Uso";"Subterrânea"
"174145";"Nenhum Outro Uso";"Subterrânea"
"174146";"Nenhum Outro Uso";"Subterrânea"
"174147";"Nenhum Outro Uso";"Subterrânea"
"174148";"Nenhum Outro Uso";"Subterrânea"
"174149";"Pecuária";"Subterrânea"
"174150";"Nenhum Outro Uso";"Subterrânea"
"174151";"Nenhum Outro Uso";"Subterrânea"
"174152";"Nenhum Outro Uso";"Subterrânea"
"174153";"Consumo Humano";"Subterrânea"
"174154";"Consumo Humano";"Subterrânea"
"174155";"Consumo Humano";"Subterrânea"
"174156";"Pecuária";"Subterrânea"
"174157";"Nenhum Outro Uso";"Subterrânea"
"174158";"Nenhum Outro Uso";"Subterrânea"
"174159";"Pecuária";"Subterrânea"
"174160";"Nenhum Outro Uso";"Subterrânea"
"174161";"Nenhum Outro Uso";"Subterrânea"
"174162";"Nenhum Outro Uso";"Subterrânea"
"174163";"Nenhum Outro Uso";"Subterrânea"
"174164";"Nenhum Outro Uso";"Subterrânea"
"174165";"Pecuária";"Subterrânea"
"174166";"Nenhum Outro Uso";"Subterrânea"
"174167";"Nenhum Outro Uso";"Subterrânea"
"174168";"Nenhum Outro Uso";"Subterrânea"
"174169";"Nenhum Outro Uso";"Subterrânea"
"174170";"Nenhum Outro Uso";"Subterrânea"
"174171";"Nenhum Outro Uso";"Subterrânea"
"174172";"Nenhum Outro Uso";"Subterrânea"
"174173";"Nenhum Outro Uso";"Subterrânea"
"174174";"Nenhum Outro Uso";"Subterrânea"
"174175";"Nenhum Outro Uso";"Subterrânea"
"174176";"Nenhum Outro Uso";"Subterrânea"
"174177";"Nenhum Outro Uso";"Subterrânea"
"174178";"Nenhum Outro Uso";"Subterrânea"
"174179";"Nenhum Outro Uso";"Subterrânea"
"174180";"Consumo Humano";"Subterrânea"
"174181";"Consumo Humano";"Subterrânea"
"174182";"Consumo Humano";"Subterrânea"
"174183";"Consumo Humano/Pecuária";"Subterrânea"
"174184";"Consumo Humano";"Subterrânea"
"174185";"Consumo Humano";"Subterrânea"
"174186";"Nenhum Outro Uso";"Subterrânea"
"174187";"Nenhum Outro Uso";"Subterrânea"
"174188";"Pecuária";"Subterrânea"
"174189";"Consumo Humano";"Subterrânea"
"174190";"Consumo Humano/Pecuária";"Subterrânea"
"174191";"Consumo Humano/Pecuária";"Subterrânea"
"174192";"Consumo Humano/Pecuária";"Subterrânea"
"174193";"Consumo Humano";"Subterrânea"
"174194";"Consumo Humano";"Subterrânea"
"174195";"Consumo Humano";"Subterrânea"
"174196";"Consumo Humano";"Subterrânea"
"174197";"Consumo Humano";"Subterrânea"
"174198";"Nenhum Outro Uso";"Subterrânea"
"174199";"Nenhum Outro Uso";"Subterrânea"
"174200";"Consumo Humano";"Subterrânea"
"174201";"Nenhum Outro Uso";"Subterrânea"
"174202";"Consumo Humano/Pecuária";"Subterrânea"
"174203";"Consumo Humano";"Subterrânea"
"174204";"Pecuária";"Subterrânea"
"174205";"Nenhum Outro Uso";"Subterrânea"
"174206";"Nenhum Outro Uso";"Subterrânea"
"174207";"Nenhum Outro Uso";"Subterrânea"
"174208";"Nenhum Outro Uso";"Subterrânea"
"174209";"Pecuária";"Subterrânea"
"174210";"Nenhum Outro Uso";"Subterrânea"
"174211";"Nenhum Outro Uso";"Subterrânea"
"174212";"Nenhum Outro Uso";"Subterrânea"
"174213";"Nenhum Outro Uso";"Subterrânea"
"174214";"Nenhum Outro Uso";"Subterrânea"
"174215";"Pecuária";"Subterrânea"
"174216";"Consumo Humano/Pecuária";"Subterrânea"
"174217";"Consumo Humano";"Subterrânea"
"174218";"Pecuária";"Subterrânea"
"174219";"Consumo Humano";"Subterrânea"
"174220";"Pecuária";"Subterrânea"
"174221";"Nenhum Outro Uso";"Subterrânea"
"174222";"Nenhum Outro Uso";"Subterrânea"
"174223";"Nenhum Outro Uso";"Subterrânea"
"174224";"Nenhum Outro Uso";"Subterrânea"
"174225";"Nenhum Outro Uso";"Subterrânea"
"174226";"Nenhum Outro Uso";"Subterrânea"
"174227";"Nenhum Outro Uso";"Subterrânea"
"174228";"Pecuária";"Subterrânea"
"174229";"Pecuária";"Subterrânea"
"174230";"Pecuária";"Subterrânea"
"174231";"Pecuária";"Subterrânea"
"174232";"Nenhum Outro Uso";"Subterrânea"
"174233";"Nenhum Outro Uso";"Subterrânea"
"174234";"Nenhum Outro Uso";"Subterrânea"
"174235";"Nenhum Outro Uso";"Subterrânea"
"174236";"Nenhum Outro Uso";"Subterrânea"
"174237";"Nenhum Outro Uso";"Subterrânea"
"174238";"Nenhum Outro Uso";"Subterrânea"
"174239";"Nenhum Outro Uso";"Subterrânea"
"174240";"Nenhum Outro Uso";"Subterrânea"
"174241";"Nenhum Outro Uso";"Subterrânea"
"174242";"Nenhum Outro Uso";"Subterrânea"
"174243";"Consumo Humano";"Subterrânea"
"174244";"Pecuária";"Subterrânea"
"174245";"Nenhum Outro Uso";"Subterrânea"
"174246";"Nenhum Outro Uso";"Subterrânea"
"174247";"Nenhum Outro Uso";"Subterrânea"
"174248";"Nenhum Outro Uso";"Subterrânea"
"174249";"Nenhum Outro Uso";"Subterrânea"
"174250";"Nenhum Outro Uso";"Subterrânea"
"174251";"Nenhum Outro Uso";"Subterrânea"
"174252";"Nenhum Outro Uso";"Subterrânea"
"174253";"Nenhum Outro Uso";"Subterrânea"
"174254";"Consumo Humano";"Subterrânea"
"174255";"Nenhum Outro Uso";"Subterrânea"
"174256";"Nenhum Outro Uso";"Subterrânea"
"174257";"Nenhum Outro Uso";"Subterrânea"
"174258";"Nenhum Outro Uso";"Subterrânea"
"174259";"Nenhum Outro Uso";"Subterrânea"
"174260";"Nenhum Outro Uso";"Subterrânea"
"174261";"Nenhum Outro Uso";"Subterrânea"
"174262";"Nenhum Outro Uso";"Subterrânea"
"174263";"Nenhum Outro Uso";"Subterrânea"
"174264";"Consumo Humano";"Subterrânea"
"174265";"Consumo Humano";"Subterrânea"
"174266";"Nenhum Outro Uso";"Subterrânea"
"174267";"Nenhum Outro Uso";"Subterrânea"
"174268";"Nenhum Outro Uso";"Subterrânea"
"174269";"Nenhum Outro Uso";"Subterrânea"
"174270";"Nenhum Outro Uso";"Subterrânea"
"174271";"Consumo Humano";"Subterrânea"
"174272";"Nenhum Outro Uso";"Subterrânea"
"174273";"Nenhum Outro Uso";"Subterrânea"
"174274";"Pecuária";"Subterrânea"
"174275";"Pecuária";"Subterrânea"
"174276";"Pecuária";"Subterrânea"
"174277";"Pecuária";"Subterrânea"
"174278";"Pecuária";"Subterrânea"
"174279";"Pecuária";"Subterrânea"
"174280";"Consumo Humano/Pecuária";"Subterrânea"
"174281";"Pecuária";"Subterrânea"
"174282";"Pecuária";"Subterrânea"
"174283";"Nenhum Outro Uso";"Subterrânea"
"174284";"Nenhum Outro Uso";"Subterrânea"
"174285";"Nenhum Outro Uso";"Subterrânea"
"174286";"Pecuária";"Subterrânea"
"174287";"Consumo Humano/Pecuária";"Subterrânea"
"174288";"Consumo Humano/Pecuária";"Subterrânea"
"174289";"Consumo Humano/Pecuária";"Subterrânea"
"174290";"Pecuária";"Subterrânea"
"174291";"Nenhum Outro Uso";"Subterrânea"
"174292";"Nenhum Outro Uso";"Subterrânea"
"174293";"Consumo Humano";"Subterrânea"
"174294";"Consumo Humano";"Subterrânea"
"174295";"Consumo Humano/Pecuária";"Subterrânea"
"174296";"Consumo Humano/Pecuária";"Subterrânea"
"174297";"Nenhum Outro Uso";"Subterrânea"
"174298";"Consumo Humano/Nenhum Outro Uso";"Subterrânea"
"174299";"Nenhum Outro Uso";"Subterrânea"
"174300";"Nenhum Outro Uso";"Subterrânea"
"174301";"Consumo Humano";"Subterrânea"
"174302";"Nenhum Outro Uso";"Subterrânea"
"174303";"Nenhum Outro Uso";"Subterrânea"
"174304";"Nenhum Outro Uso";"Subterrânea"
"174305";"Nenhum Outro Uso";"Subterrânea"
"174306";"Nenhum Outro Uso";"Subterrânea"
"174307";"Nenhum Outro Uso";"Subterrânea"
"174308";"Nenhum Outro Uso";"Subterrânea"
"174309";"Nenhum Outro Uso";"Subterrânea"
"174310";"Nenhum Outro Uso";"Subterrânea"
"174311";"Nenhum Outro Uso";"Subterrânea"
"174312";"Nenhum Outro Uso";"Subterrânea"
"174313";"Pecuária";"Subterrânea"
"174314";"Nenhum Outro Uso";"Subterrânea"
"174315";"Nenhum Outro Uso";"Subterrânea"
"174316";"Nenhum Outro Uso";"Subterrânea"
"174317";"Nenhum Outro Uso";"Subterrânea"
"174318";"Nenhum Outro Uso";"Subterrânea"
"174319";"Nenhum Outro Uso";"Subterrânea"
"174320";"Nenhum Outro Uso";"Subterrânea"
"174321";"Nenhum Outro Uso";"Subterrânea"
"174322";"Nenhum Outro Uso";"Subterrânea"
"174323";"Consumo Humano";"Subterrânea"
"174324";"Consumo Humano";"Subterrânea"
"174325";"Consumo Humano";"Subterrânea"
"174326";"Consumo Humano";"Subterrânea"
"174327";"Consumo Humano";"Subterrânea"
"174328";"Consumo Humano";"Subterrânea"
"174329";"Consumo Humano";"Subterrânea"
"174330";"Consumo Humano";"Subterrânea"
"174331";"Consumo Humano";"Subterrânea"
"174332";"Consumo Humano";"Subterrânea"
"174333";"Consumo Humano";"Subterrânea"
"174334";"Consumo Humano";"Subterrânea"
"174335";"Consumo Humano";"Subterrânea"
"174336";"Consumo Humano";"Subterrânea"
"174337";"Consumo Humano";"Subterrânea"
"174338";"Nenhum Outro Uso";"Subterrânea"
"174339";"Consumo Humano";"Subterrânea"
"174340";"Consumo Humano";"Subterrânea"
"174341";"Consumo Humano";"Subterrânea"
"174342";"Consumo Humano";"Subterrânea"
"174343";"Consumo Humano";"Subterrânea"
"174344";"Consumo Humano";"Subterrânea"
"174345";"Consumo Humano";"Subterrânea"
"174346";"Consumo Humano";"Subterrânea"
"174347";"Consumo Humano";"Subterrânea"
