"vz_int_pfk";"int_vz_maxima";"cam_vz_afe";"ope_qt_horasjan";"ope_qt_horasfev";"ope_qt_horasmar";"ope_qt_horasabr";"ope_qt_horasmai";"ope_qt_horasjun";"ope_qt_horasjul";"ope_qt_horasago";"ope_qt_horasset";"ope_qt_horasout";"ope_qt_horasnov";"ope_qt_horasdez";"ope_qt_diajan";"ope_qt_diafev";"ope_qt_diamar";"ope_qt_diaabr";"ope_qt_diamai";"ope_qt_diajun";"ope_qt_diajul";"ope_qt_diaago";"ope_qt_diaset";"ope_qt_diaout";"ope_qt_dianov";"ope_qt_diadez";"ope_vz_mesjan";"ope_vz_mesfev";"ope_vz_mesmar";"ope_vz_mesabr";"ope_vz_mesmai";"ope_vz_mesjul";"ope_vz_mesjun";"ope_vz_mesago";"ope_vz_mesout";"ope_vz_messet";"ope_vz_mesnov";"ope_vz_mesdez"
"173047";"3.0";"1";"3";"3";"3";"3";"0";"0";"0";"3";"3";"3";"3";"3";"15";"15";"15";"15";"0";"0";"0";"15";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173048";"5.0";"1";"3";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"2";"12";"12";"12";"0";"0";"0";"0";"0";"12";"12";"12";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173049";"6.0";"1";"8";"8";"8";"8";"0";"0";"0";"0";"8";"8";"8";"8";"30";"28";"30";"30";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173050";"3.0";"1";"3";"3";"3";"3";"0";"0";"0";"0";"3";"3";"3";"3";"15";"15";"15";"15";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173051";"0.18";"1";"4";"4";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173052";"12.0";"1";"4";"4";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173053";"5.0";"1";"2";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"2";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173054";"5.0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"15";"15";"15";"0";"0";"0";"0";"15";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173055";"6.0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173056";"5.0";"1";"2";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"2";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173057";"5.0";"1";"2";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"2";"26";"26";"26";"0";"0";"0";"0";"0";"26";"26";"26";"26";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173058";"12.0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173059";"12.0";"1";"8";"8";"8";"0";"0";"0";"0";"0";"8";"8";"8";"8";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173060";"2.73";"1";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173061";"0.47619047619047605";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173062";"0.526315789473684";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173063";"3.5";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"30";"28";"30";"30";"30";"30";"30";"30";"2";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173064";"2.1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173065";"0.384615384615385";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173066";"3.12";"1";"6";"6";"6";"0";"0";"0";"0";"0";"6";"6";"6";"6";"30";"28";"15";"0";"0";"0";"0";"0";"30";"6";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173067";"3.18";"1";"8";"8";"8";"0";"0";"0";"0";"0";"8";"8";"8";"8";"30";"28";"15";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173068";"2.78";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173069";"0.555555555555556";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173070";"6.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173071";"6.0";"1";"6";"6";"0";"0";"0";"0";"0";"0";"6";"6";"6";"6";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173072";"15.0";"1";"6";"6";"6";"0";"0";"0";"0";"0";"6";"6";"6";"6";"26";"26";"26";"0";"0";"0";"0";"0";"26";"26";"26";"26";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173073";"5.0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"8";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173074";"3.333";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173075";"24.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173076";"6.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173077";"12.0";"1";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"30";"28";"4";"4";"4";"4";"4";"4";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173078";"6.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173079";"8.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173080";"6.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173081";"6.0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173082";"8.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173083";"6.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173084";"12.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173085";"6.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173086";"6.0";"1";"5";"5";"0";"0";"0";"0";"0";"0";"5";"5";"5";"5";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173087";"6.0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173088";"4.0";"1";"10";"10";"0";"0";"0";"0";"0";"0";"10";"10";"10";"10";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173089";"6.0";"1";"10";"10";"0";"0";"0";"0";"0";"0";"10";"10";"10";"10";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173090";"30.0";"1";"4";"4";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"24";"24";"0";"0";"0";"0";"0";"0";"24";"24";"24";"24";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173091";"6.0";"1";"4";"4";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"12";"12";"0";"0";"0";"0";"0";"0";"12";"12";"12";"12";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173092";"12.0";"1";"12";"12";"0";"0";"0";"0";"0";"0";"12";"12";"12";"12";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173093";"20.0";"1";"12";"12";"0";"0";"0";"0";"0";"0";"12";"12";"12";"12";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173094";"35.0";"1";"12";"12";"0";"0";"0";"0";"0";"0";"12";"12";"12";"12";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173095";"6.0";"1";"8";"8";"3";"3";"3";"3";"3";"3";"8";"8";"8";"8";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173096";"6.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173097";"6.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173098";"6.0";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173099";"6.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"15";"15";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173100";"18.0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"22";"22";"22";"0";"0";"0";"0";"0";"22";"22";"22";"22";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173101";"10.0";"1";"3";"3";"3";"0";"0";"0";"0";"0";"3";"3";"3";"3";"18";"18";"18";"0";"0";"0";"0";"0";"18";"18";"18";"18";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173102";"10.0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173103";"12.0";"1";"4";"4";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173104";"5.0";"1";"3";"3";"0";"0";"0";"0";"0";"0";"3";"3";"3";"3";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173105";"3.0";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173106";"12.0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173107";"9.0";"1";"11";"11";"0";"0";"0";"0";"0";"0";"11";"11";"11";"11";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173108";"0.36";"1";"12";"12";"0";"0";"0";"0";"0";"0";"12";"12";"12";"12";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173109";"0.36";"1";"12";"12";"0";"0";"0";"0";"0";"0";"12";"12";"12";"12";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173110";"12.0";"1";"5";"5";"0";"0";"0";"0";"0";"0";"5";"5";"5";"5";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173111";"0.733333333333333";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173112";"20.0";"1";"5";"5";"5";"0";"0";"0";"0";"0";"0";"5";"5";"5";"30";"28";"30";"0";"0";"0";"0";"0";"0";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173113";"5.0";"1";"4";"4";"4";"4";"0";"0";"0";"0";"4";"4";"4";"4";"26";"26";"26";"26";"0";"0";"0";"0";"26";"26";"26";"26";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173114";"5.0";"1";"4";"4";"0";"0";"0";"0";"0";"0";"4";"4";"4";"4";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173115";"6.666";"1";"6";"6";"6";"0";"0";"0";"0";"0";"6";"6";"6";"6";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173116";"4.0";"1";"5";"5";"5";"0";"0";"0";"0";"0";"5";"5";"5";"5";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173117";"3.0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173118";"25.0";"1";"4";"4";"4";"0";"0";"0";"0";"0";"4";"4";"4";"4";"28";"28";"28";"0";"0";"0";"0";"0";"28";"28";"28";"28";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173119";"5.0";"1";"4";"4";"4";"0";"0";"0";"0";"0";"4";"4";"4";"4";"30";"28";"30";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173120";"5.0";"1";"5";"5";"5";"0";"0";"0";"0";"0";"0";"5";"5";"5";"15";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173121";"3.71";"1";"8";"8";"8";"8";"8";"8";"8";"8";"8";"8";"8";"8";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173122";"2.56";"1";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173123";"0.526315789473684";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173124";"3.13";"1";"6";"6";"0";"0";"0";"0";"0";"0";"6";"6";"6";"6";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173125";"2.76";"1";"6";"6";"0";"0";"0";"0";"0";"0";"6";"6";"6";"6";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173126";"2.43";"1";"8";"8";"0";"0";"0";"0";"0";"0";"8";"8";"8";"8";"30";"28";"0";"0";"0";"0";"0";"0";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173127";"0.43478260869565205";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173128";"0.4";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173129";"2.14";"1";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"30";"28";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173130";"0.666666666666667";"1";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"24";"30";"28";"30";"30";"31";"30";"31";"31";"30";"31";"30";"31";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173131";"5.0";"1";"2";"2";"2";"0";"0";"0";"0";"0";"2";"2";"2";"2";"15";"15";"15";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173132";"8.0";"1";"3";"3";"3";"3";"0";"0";"0";"0";"3";"3";"3";"3";"24";"24";"24";"24";"0";"0";"0";"0";"24";"24";"24";"24";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173133";"8.0";"1";"12";"12";"12";"0";"0";"0";"0";"0";"12";"12";"12";"12";"24";"24";"24";"0";"0";"0";"0";"0";"24";"24";"24";"24";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173134";"6.0";"1";"12";"12";"12";"12";"0";"0";"0";"0";"12";"12";"12";"12";"24";"24";"24";"24";"0";"0";"0";"0";"24";"24";"24";"24";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173135";"16.0";"1";"8";"8";"8";"0";"0";"0";"0";"8";"8";"8";"8";"8";"30";"28";"30";"0";"0";"0";"0";"30";"30";"30";"30";"30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173136";"4.8";"1";"4";"4";"4";"0";"0";"0";"0";"0";"4";"4";"4";"4";"20";"20";"20";"0";"0";"0";"0";"0";"20";"20";"20";"20";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173137";"3.3";"1";"6";"6";"1";"1";"1";"1";"1";"1";"6";"6";"6";"6";"15";"15";"2";"2";"5";"2";"5";"5";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173138";"1.22222222222222";"1";"3";"3";"0";"0";"0";"0";"0";"0";"3";"3";"3";"3";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
"173139";"7.2";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"2";"15";"15";"0";"0";"0";"0";"0";"0";"15";"15";"15";"15";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00"
